rpot_ohm,initial_v1_V,max_v
301.0,1,6.920655415139701
301.0,1,6.920658280205717
301.0,1,6.920667005715884
301.0,1,6.9206735948991565
301.0,1,6.920673014321673
301.0,1,6.920677284618316
301.0,1,6.920677292633717
301.0,1,6.920677041886517
301.0,1,6.9206755363199495
301.0,1,6.920664892158746
301.0,1,6.920654283040529
301.0,1,6.920656973557706
301.0,1,6.920664930246541
301.0,1,6.92067366202942
301.0,1,6.9206717223607255
301.0,1,6.920674962601757
301.0,1,6.920678830736464
301.0,1,6.920677854189793
301.0,1,6.920676765667516
301.0,1,6.920668099697877
301.0,1,6.920653909921672
301.0,1,6.920656169290523
301.0,1,6.920663078818402
301.0,1,6.9206719471731235
301.0,1,6.92067003989338
301.0,1,6.920673802096443
301.0,1,6.9206795290857555
301.0,1,6.9206773699080735
301.0,1,6.920676717574228
301.0,1,6.920670755706656
301.0,1,6.920657777117441
301.0,1,6.920656296693995
301.0,1,6.920661032557723
301.0,1,6.920669522314275
301.0,1,6.920672079342046
301.0,1,6.9206734238339855
301.0,1,6.9206785318369315
301.0,1,6.920675635620732
301.0,1,6.920676101295505
301.0,1,6.920672958533306
301.0,1,6.920661436992993
301.0,1,6.920655259120344
301.0,1,6.9206579649383695
301.0,1,6.92066664088462
301.0,1,6.920673793834675
301.0,1,6.920672910019001
301.0,1,6.920676965634505
301.0,1,6.9206776034346085
301.0,1,6.920677218216297
301.0,1,6.920675954763995
301.0,1,6.920665484306768
301.0,1,6.920654080796733
301.0,1,6.920656784778284
301.0,1,6.920664624503134
301.0,1,6.920673638112863
301.0,1,6.920671512797726
301.0,1,6.920674623178427
301.0,1,6.920678894991525
301.0,1,6.920677833726327
301.0,1,6.920676782088667
301.0,1,6.920668508483553
301.0,1,6.920654482160461
301.0,1,6.92065634092769
301.0,1,6.920662858321732
301.0,1,6.920671622431405
301.0,1,6.920670375509257
301.0,1,6.920673757805763
301.0,1,6.920679611398988
301.0,1,6.920677214233995
301.0,1,6.920676674390403
302.0,1,6.9201628372850585
302.0,1,6.920156745409518
302.0,1,6.920163534286465
302.0,1,6.920164864298466
302.0,1,6.920165552050522
302.0,1,6.920153809065641
302.0,1,6.920146080551078
302.0,1,6.920151646517008
302.0,1,6.920162019154402
302.0,1,6.920155109274312
302.0,1,6.920161530394916
302.0,1,6.920162618743666
302.0,1,6.920164755518452
302.0,1,6.9201561111780965
302.0,1,6.920144358839756
302.0,1,6.920148058624943
302.0,1,6.920158864020063
302.0,1,6.920156771143305
302.0,1,6.92015888364444
302.0,1,6.920161142705891
302.0,1,6.920164227136608
302.0,1,6.9201584414401704
302.0,1,6.920143864080215
302.0,1,6.9201460647810205
302.0,1,6.920156490479083
302.0,1,6.920158755142229
